"rider","Team","Cost","Stg","GC","PC","KOM","Spr","Sum","Bky","Ass","Tot","stage","directeur","team"
"Mikel Landa","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan","Itchy Nads"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,2,NA,NA,NA,NA,2,2,"Dan","Itchy Nads"
"Fernando Gaviria","Quick-Step Floors",12,90,12,NA,NA,NA,NA,NA,NA,102,2,"Dan","Itchy Nads"
"Omar Fraile","Dimension Data",6,NA,NA,NA,4,NA,NA,NA,NA,4,2,"Dan","Itchy Nads"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan","Itchy Nads"
"Philip Deignan","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan","Itchy Nads"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan","Itchy Nads"
"Nairo Quintana","Movistar Team",26,NA,5,NA,NA,NA,NA,NA,NA,5,2,"Rich","Dick`s Dodgers"
"Steven Kruijswijk","Team LottoNL-Jumbo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Rich","Dick`s Dodgers"
"Adam Yates","ORICA-Scott",12,NA,4,NA,NA,NA,NA,NA,8,12,2,"Rich","Dick`s Dodgers"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,2,NA,NA,NA,NA,2,2,"Rich","Dick`s Dodgers"
"Jasper Stuyven","Trek - Segafredo",8,100,16,NA,NA,NA,NA,NA,NA,116,2,"Rich","Dick`s Dodgers"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Rich","Dick`s Dodgers"
"Philip Deignan","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Rich","Dick`s Dodgers"
"Ryan Gibbons","Dimension Data",4,60,13,NA,NA,NA,NA,NA,NA,73,2,"Rich","Dick`s Dodgers"
"Geraint Thomas","Team Sky",16,50,10,NA,NA,NA,NA,NA,NA,60,2,"Rich","Dick`s Dodgers"
"Nairo Quintana","Movistar Team",26,NA,5,NA,NA,NA,NA,NA,NA,5,2,"Simon Lyons","Brake Rub Regression"
"Steven Kruijswijk","Team LottoNL-Jumbo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Simon Lyons","Brake Rub Regression"
"Adam Yates","ORICA-Scott",12,NA,4,NA,NA,NA,NA,NA,8,12,2,"Simon Lyons","Brake Rub Regression"
"Domenico Pozzovivo","AG2R La Mondiale",10,NA,3,NA,NA,NA,NA,NA,NA,3,2,"Simon Lyons","Brake Rub Regression"
"André Greipel","Lotto Soudal",14,150,25,10,NA,NA,NA,NA,NA,185,2,"Simon Lyons","Brake Rub Regression"
"Georg Preidler","Team Sunweb",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Simon Lyons","Brake Rub Regression"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Simon Lyons","Brake Rub Regression"
"Kanstantsin Siutsou","Bahrain Merida Pro Cycling Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Simon Lyons","Brake Rub Regression"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Simon Lyons","Brake Rub Regression"
"Nairo Quintana","Movistar Team",26,NA,5,NA,NA,NA,NA,NA,NA,5,2,"Jeff Beehler","Ferris Wheel"
"Bauke Mollema","Trek - Segafredo",14,NA,NA,NA,NA,NA,NA,NA,2,2,2,"Jeff Beehler","Ferris Wheel"
"Ilnur Zakarin","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jeff Beehler","Ferris Wheel"
"Sebastián Henao","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jeff Beehler","Ferris Wheel"
"André Greipel","Lotto Soudal",14,150,25,10,NA,NA,NA,NA,NA,185,2,"Jeff Beehler","Ferris Wheel"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jeff Beehler","Ferris Wheel"
"Tanel Kangert","Astana Pro Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jeff Beehler","Ferris Wheel"
"Vasil Kiryienka","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jeff Beehler","Ferris Wheel"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,2,NA,NA,NA,NA,2,2,"Jeff Beehler","Ferris Wheel"
"Steven Kruijswijk","Team LottoNL-Jumbo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"James Johnston ","White Rose"
"Bauke Mollema","Trek - Segafredo",14,NA,NA,NA,NA,NA,NA,NA,2,2,2,"James Johnston ","White Rose"
"Ilnur Zakarin","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"James Johnston ","White Rose"
"Mikel Landa","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"James Johnston ","White Rose"
"André Greipel","Lotto Soudal",14,150,25,10,NA,NA,NA,NA,NA,185,2,"James Johnston ","White Rose"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"James Johnston ","White Rose"
"Winner Anacona","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"James Johnston ","White Rose"
"Luis Leon Sanchez","Astana Pro Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"James Johnston ","White Rose"
"Andrey Amador","Movistar Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"James Johnston ","White Rose"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,15,8,NA,NA,NA,NA,NA,NA,23,2,"Andrew Johnston","The Last Minute Brigade"
"Nairo Quintana","Movistar Team",26,NA,5,NA,NA,NA,NA,NA,NA,5,2,"Andrew Johnston","The Last Minute Brigade"
"Sebastien Reichenbach","FDJ",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Andrew Johnston","The Last Minute Brigade"
"Sergey Firsanov","Gazprom-RusVelo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Andrew Johnston","The Last Minute Brigade"
"André Greipel","Lotto Soudal",14,150,25,10,NA,NA,NA,NA,NA,185,2,"Andrew Johnston","The Last Minute Brigade"
"Andrey Zeits","Astana Pro Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Andrew Johnston","The Last Minute Brigade"
"Michal Schlegel","CCC Sprandi Polkowice",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Andrew Johnston","The Last Minute Brigade"
"Dmitry Kozonchuk","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Andrew Johnston","The Last Minute Brigade"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Andrew Johnston","The Last Minute Brigade"
"Nairo Quintana","Movistar Team",26,NA,5,NA,NA,NA,NA,NA,NA,5,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Thibaut Pinot","FDJ",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Mikel Landa","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Sebastián Henao","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Matteo Pelucchi","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,8,8,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Carlos Verona","ORICA-Scott",6,NA,NA,NA,NA,NA,NA,NA,8,8,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Michal Schlegel","CCC Sprandi Polkowice",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Michael Hepburn","ORICA-Scott",4,NA,NA,NA,NA,NA,NA,NA,8,8,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Geraint Thomas","Team Sky",16,50,10,NA,NA,NA,NA,NA,NA,60,2,"Mick Cole","US Postal Service Circa 1999-2005"
"Nairo Quintana","Movistar Team",26,NA,4,NA,NA,NA,NA,NA,NA,4,3,"Dan","Itchy Nads"
"Geraint Thomas","Team Sky",16,NA,10,NA,NA,NA,NA,NA,NA,10,3,"Dan","Itchy Nads"
"Mikel Landa","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Dan","Itchy Nads"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,1,NA,NA,NA,NA,1,3,"Dan","Itchy Nads"
"Fernando Gaviria","Quick-Step Floors",12,150,25,4,NA,NA,NA,NA,6,185,3,"Dan","Itchy Nads"
"Omar Fraile","Dimension Data",6,NA,NA,NA,4,NA,NA,NA,NA,4,3,"Dan","Itchy Nads"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Dan","Itchy Nads"
"Philip Deignan","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Dan","Itchy Nads"
"Bob Jungels","Quick-Step Floors",10,60,18,NA,NA,NA,NA,NA,18,96,3,"Dan","Itchy Nads"
"Nairo Quintana","Movistar Team",26,NA,4,NA,NA,NA,NA,NA,NA,4,3,"Rich","Dick`s Dodgers"
"Steven Kruijswijk","Team LottoNL-Jumbo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Rich","Dick`s Dodgers"
"Adam Yates","ORICA-Scott",12,NA,8,NA,NA,NA,NA,NA,NA,8,3,"Rich","Dick`s Dodgers"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,1,NA,NA,NA,NA,1,3,"Rich","Dick`s Dodgers"
"Jasper Stuyven","Trek - Segafredo",8,NA,NA,NA,NA,NA,NA,NA,2,2,3,"Rich","Dick`s Dodgers"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Rich","Dick`s Dodgers"
"Philip Deignan","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Rich","Dick`s Dodgers"
"Ryan Gibbons","Dimension Data",4,10,13,NA,NA,NA,NA,NA,NA,23,3,"Rich","Dick`s Dodgers"
"Geraint Thomas","Team Sky",16,NA,10,NA,NA,NA,NA,NA,NA,10,3,"Rich","Dick`s Dodgers"
"Nairo Quintana","Movistar Team",26,NA,4,NA,NA,NA,NA,NA,NA,4,3,"Simon Lyons","Brake Rub Regression"
"Steven Kruijswijk","Team LottoNL-Jumbo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Simon Lyons","Brake Rub Regression"
"Adam Yates","ORICA-Scott",12,NA,8,NA,NA,NA,NA,NA,NA,8,3,"Simon Lyons","Brake Rub Regression"
"Domenico Pozzovivo","AG2R La Mondiale",10,NA,7,NA,NA,NA,NA,NA,NA,7,3,"Simon Lyons","Brake Rub Regression"
"André Greipel","Lotto Soudal",14,30,22,10,NA,NA,NA,NA,NA,62,3,"Simon Lyons","Brake Rub Regression"
"Georg Preidler","Team Sunweb",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Simon Lyons","Brake Rub Regression"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Simon Lyons","Brake Rub Regression"
"Kanstantsin Siutsou","Bahrain Merida Pro Cycling Team",6,70,16,NA,NA,NA,NA,NA,2,88,3,"Simon Lyons","Brake Rub Regression"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Simon Lyons","Brake Rub Regression"
"Nairo Quintana","Movistar Team",26,NA,4,NA,NA,NA,NA,NA,NA,4,3,"Jeff Beehler","Ferris Wheel"
"Bauke Mollema","Trek - Segafredo",14,NA,NA,NA,NA,NA,NA,NA,2,2,3,"Jeff Beehler","Ferris Wheel"
"Ilnur Zakarin","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Jeff Beehler","Ferris Wheel"
"Sebastián Henao","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Jeff Beehler","Ferris Wheel"
"André Greipel","Lotto Soudal",14,30,22,10,NA,NA,NA,NA,NA,62,3,"Jeff Beehler","Ferris Wheel"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Jeff Beehler","Ferris Wheel"
"Tanel Kangert","Astana Pro Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Jeff Beehler","Ferris Wheel"
"Vasil Kiryienka","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Jeff Beehler","Ferris Wheel"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,1,NA,NA,NA,NA,1,3,"Jeff Beehler","Ferris Wheel"
"Steven Kruijswijk","Team LottoNL-Jumbo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"James Johnston ","White Rose"
"Bauke Mollema","Trek - Segafredo",14,NA,NA,NA,NA,NA,NA,NA,2,2,3,"James Johnston ","White Rose"
"Ilnur Zakarin","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"James Johnston ","White Rose"
"Mikel Landa","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"James Johnston ","White Rose"
"André Greipel","Lotto Soudal",14,30,22,10,NA,NA,NA,NA,NA,62,3,"James Johnston ","White Rose"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"James Johnston ","White Rose"
"Winner Anacona","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"James Johnston ","White Rose"
"Luis Leon Sanchez","Astana Pro Team",6,NA,1,NA,NA,NA,NA,NA,NA,1,3,"James Johnston ","White Rose"
"Andrey Amador","Movistar Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"James Johnston ","White Rose"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,9,NA,NA,NA,NA,NA,2,11,3,"Andrew Johnston","The Last Minute Brigade"
"Nairo Quintana","Movistar Team",26,NA,4,NA,NA,NA,NA,NA,NA,4,3,"Andrew Johnston","The Last Minute Brigade"
"Sebastien Reichenbach","FDJ",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Andrew Johnston","The Last Minute Brigade"
"Sergey Firsanov","Gazprom-RusVelo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Andrew Johnston","The Last Minute Brigade"
"André Greipel","Lotto Soudal",14,30,22,10,NA,NA,NA,NA,NA,62,3,"Andrew Johnston","The Last Minute Brigade"
"Andrey Zeits","Astana Pro Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Andrew Johnston","The Last Minute Brigade"
"Michal Schlegel","CCC Sprandi Polkowice",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Andrew Johnston","The Last Minute Brigade"
"Dmitry Kozonchuk","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Andrew Johnston","The Last Minute Brigade"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Andrew Johnston","The Last Minute Brigade"
"Nairo Quintana","Movistar Team",26,NA,4,NA,NA,NA,NA,NA,NA,4,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Thibaut Pinot","FDJ",16,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Mikel Landa","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Sebastián Henao","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Matteo Pelucchi","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,10,10,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Carlos Verona","ORICA-Scott",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Michal Schlegel","CCC Sprandi Polkowice",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Michael Hepburn","ORICA-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Geraint Thomas","Team Sky",16,NA,10,NA,NA,NA,NA,NA,NA,10,3,"Mick Cole","US Postal Service Circa 1999-2005"
"Nairo Quintana","Movistar Team",26,25,15,NA,NA,NA,NA,NA,2,42,4,"Dan","Itchy Nads"
"Geraint Thomas","Team Sky",16,100,22,NA,2,NA,6,NA,NA,130,4,"Dan","Itchy Nads"
"Mikel Landa","Team Sky",14,NA,12,NA,NA,NA,NA,NA,6,18,4,"Dan","Itchy Nads"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,10,NA,NA,NA,NA,NA,NA,6,16,4,"Dan","Itchy Nads"
"Fernando Gaviria","Quick-Step Floors",12,NA,NA,4,NA,NA,NA,NA,6,10,4,"Dan","Itchy Nads"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Dan","Itchy Nads"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Dan","Itchy Nads"
"Philip Deignan","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,6,6,4,"Dan","Itchy Nads"
"Bob Jungels","Quick-Step Floors",10,60,25,NA,NA,NA,NA,NA,NA,85,4,"Dan","Itchy Nads"
"Nairo Quintana","Movistar Team",26,25,15,NA,NA,NA,NA,NA,2,42,4,"Rich","Dick`s Dodgers"
"Steven Kruijswijk","Team LottoNL-Jumbo",18,NA,6,NA,NA,NA,NA,NA,NA,6,4,"Rich","Dick`s Dodgers"
"Adam Yates","ORICA-Scott",12,50,20,NA,NA,NA,NA,NA,NA,70,4,"Rich","Dick`s Dodgers"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",8,10,NA,NA,NA,NA,NA,NA,6,16,4,"Rich","Dick`s Dodgers"
"Jasper Stuyven","Trek - Segafredo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Rich","Dick`s Dodgers"
"Alexander Foliforov","Gazprom-RusVelo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Rich","Dick`s Dodgers"
