"rider","Team","Cost","Stg","GC","PC","KOM","Spr","Sum","Bky","Ass","Tot","stage","directeur","team"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon Lyons","Brake Rub Regression"
"Egan Arley Bernal","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon Lyons","Brake Rub Regression"
"Marcel Kittel","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon Lyons","Brake Rub Regression"
"Niki Terpstra","Quick-Step Floors",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon Lyons","Brake Rub Regression"
"Daryl Impey","Mitchelton-Scott",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon Lyons","Brake Rub Regression"
"Daniele Bennati","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon Lyons","Brake Rub Regression"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon Lyons","Brake Rub Regression"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Marc Soler","Movistar Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Adam Yates","Mitchelton-Scott",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Mark Cavendish","Dimension Data",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Michael Gogl","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Marcus Burghardt","BORA - hansgrohe",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Mathew Hayman","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Peter Sagan","BORA - hansgrohe",20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Groom","The Jungle Giants "
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Geraint Thomas","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Warren Barguil","Fortuneo - Samsic",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Rafal Majka","BORA - hansgrohe",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Marcel Kittel","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Jack Bauer","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Mathew Hayman","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Tiesj Benoot","Lotto Soudal",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Fernando Gaviria","Quick-Step Floors",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Lewis","Itchy Nads"
"Tejay Van Garderen","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Adam Yates","Mitchelton-Scott",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Marc Soler","Movistar Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Marcel Kittel","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Luke Durbridge","Mitchelton-Scott",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Luis Leon Sanchez","Astana Pro Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Tony Martin","Team Katusha - Alpecin",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Fernando Gaviria","Quick-Step Floors",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Britt Groom","Innerbloom "
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Geraint Thomas","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Adam Yates","Mitchelton-Scott",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Peter Sagan","BORA - hansgrohe",20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Guillaume Van Keirsbulck","Wanty - Groupe Gobert",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Julien Vermote","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Mathew Hayman","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Michael Matthews","Team Sunweb",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Simon S","Thistles"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Rigoberto Uran","EF Education First-Drapac p/b Cannondale",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Nairo Quintana","Movistar Team",18,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Egan Arley Bernal","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Peter Sagan","BORA - hansgrohe",20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Rory Sutherland","UAE-Team Emirates",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Marcus Burghardt","BORA - hansgrohe",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Mathew Hayman","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Jack Bauer","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Peter Howes","Howishe"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Wout Poels","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Nairo Quintana","Movistar Team",18,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Daniel Navarro","Cofidis Solutions Crédits",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Peter Sagan","BORA - hansgrohe",20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Niki Terpstra","Quick-Step Floors",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Michael Schar","BMC Racing Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Thomas Scully","EF Education First-Drapac p/b Cannondale",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Chad Haga","Team Sunweb",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Chalmers","This way to my Chateau"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Geraint Thomas","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Adam Yates","Mitchelton-Scott",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Dylan Groenewegen","Team LottoNL-Jumbo",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Daryl Impey","Mitchelton-Scott",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Magnus Cort Nielsen","Astana Pro Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Rory Sutherland","UAE-Team Emirates",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Marcus Burghardt","BORA - hansgrohe",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jackal","Team Tarmac"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Tom Dumoulin","Team Sunweb",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Ilnur Zakarin","Team Katusha - Alpecin",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Mikel Landa","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"André Greipel","Lotto Soudal",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Tony Martin","Team Katusha - Alpecin",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Dmitriy Gruzdev","Astana Pro Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Daniele Bennati","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Alexander Kristoff","UAE-Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"fitz","Blue Baggers"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Ion Izagirre","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Pierre Latour","AG2R La Mondiale",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Mikel Nieve","Mitchelton-Scott",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Peter Sagan","BORA - hansgrohe",20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Thomas De Gendt","Lotto Soudal",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Marcus Burghardt","BORA - hansgrohe",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Tim Declercq","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Dylan Groenewegen","Team LottoNL-Jumbo",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Cana borra ya puffa Froomy?"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Geraint Thomas","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Adam Yates","Mitchelton-Scott",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Pierre Rolland","EF Education First-Drapac p/b Cannondale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Peter Sagan","BORA - hansgrohe",20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Luke Durbridge","Mitchelton-Scott",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Nikias Arndt","Team Sunweb",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Simon Gerrans","BMC Racing Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Jonathan Castroviejo","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Brett Jensen","Velociraptors"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Tom Dumoulin","Team Sunweb",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Adam Yates","Mitchelton-Scott",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Daniel Martin","UAE-Team Emirates",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Marcel Kittel","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Greg Van Avermaet","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Axel Domont","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Thomas Boudat","Direct Energie",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Mark Cavendish","Dimension Data",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Mark Hinds","Opto`s TDF sorry lads"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Adam Yates","Mitchelton-Scott",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Pierre Rolland","EF Education First-Drapac p/b Cannondale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Marcel Kittel","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Michael Hepburn","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Daryl Impey","Mitchelton-Scott",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Timothy Dupont","Wanty - Groupe Gobert",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Julien Vermote","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Chris Fiorini","Suicide Squad"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Tom Dumoulin","Team Sunweb",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Rafal Majka","BORA - hansgrohe",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Warren Barguil","Fortuneo - Samsic",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Marcel Kittel","Team Katusha - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Daryl Impey","Mitchelton-Scott",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Greg Van Avermaet","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Sylvain Chavanel","Direct Energie",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Mathew Hayman","Mitchelton-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve Kelsall","The Ron Burgandy All Stars"
"Rui Costa","UAE-Team Emirates",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Bauke Mollema","Trek - Segafredo",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Mikel Landa","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Edvald Boasson Hagen","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Thomas De Gendt","Lotto Soudal",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Luis Leon Sanchez","Astana Pro Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Sylvain Chavanel","Direct Energie",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dean McBeath","winging it"
